GCA_000012145.1	Rickettsia_felis	42862
GCA_000024525.1	Spirosoma_linguale	108
GCA_000169995.1	Vibrio_sp000169995	391574
GCA_000271405.2	Enterococcus_B_hirae	1354
GCA_000302695.1	Jejubacter_sp000302695	1224136
GCA_000307935.1	D2472_sp000307935	1208365
GCA_000307955.1	Solidesulfovibrio_magneticus_A	184917
GCA_000331975.1	Uzinura_diaspidicola	670956
GCA_000372185.1	Planktophila_sp000372185	932044
GCA_000385635.1	Vermiphilus_pyriformis	1763547
GCA_000421005.1	Onthomonas_sp000421005	877414
GCA_000433755.1	CAG-465_sp000433755	1262811
GCA_000437355.1	Onthocola_B_sp000437355	1263024
GCA_000438415.1	CAG-628_sp000438415	1262829
GCA_000467935.1	W5053_sp000467935	1321783
GCA_000485475.1	Ancillula_trichonymphae	1265509
GCA_000503835.1	UBA8498_sp000503835	1394710
GCA_000510425.1	Hornefia_nodata	35518
GCA_000521465.1	Hungateiclostridium_straminisolvens	253314
GCA_000525025.1	Methylophilus_sp000525025	1101195
GCA_000686145.1	Romboutsia_D_sp000686145	1476973
GCA_000719025.1	Kineosporia_aurantiaca	49185
GCA_000739655.1	Verrucomicrobium_sp000739655	1403819
GCA_000759655.1	Acidicaldus_organivorans	209650
GCA_000761495.1	Acinetobacter_idrijaensis	1507807
GCA_000762985.1	Mycobacterium_rufum_A	318424
GCA_000814675.1	Pseudoalteromonas_distincta	77608
GCA_000875945.1	TWA4_sp000875945	1392836
GCA_000955875.1	Terrabacter_sp000955875	1619947
GCA_000961765.1	BICA1-8_sp000961765	1629719
GCA_000989515.1	UBA9973_sp000989515	1618760
GCA_000991405.1	UBA8515_sp000991405	1618758
GCA_000997385.1	GWC1-40-9_sp000997385	1618419
GCA_000998185.1	GWA2-42-15_sp000998185	1618677
GCA_001044335.1	BACL14_sp001044335	1623448
GCA_001189105.1	C7867-002_sp001189105	1659196
GCA_001269425.1	Baumannia_cicadellinicola_A	186490
GCA_001295905.1	Rubrivivax_sp001295905	1523421
GCA_001303765.1	SM23-39_sp001303765	1704235
GCA_001304315.1	SM23-73-2_sp001304315	1703426
GCA_001312645.1	Rhodococcus_sp001312645	1298611
GCA_001443385.1	CSP1-6_sp001443385	1640509
GCA_001468855.1	UASB124_sp001468855	1655308
GCA_001509335.1	46-47_sp001509335	1635280
GCA_001512745.1	DTU032_sp001512745	1671650
GCA_001516055.1	Gracilibacter_sp001516055	1734398
GCA_001552765.1	Prevotella_sp001552765	1497954
GCA_001567105.1	OLB14_sp001567105	1617415
GCA_001602415.1	UKL13-3_sp001602415	1690483
GCA_001603805.1	Geovibrio_sp001603805	1674894
GCA_001604185.1	Firm-16_sp001604185	1674854
GCA_001618605.1	Fermentibacter_daniensis	1729713
GCA_001657575.1	Barb7_sp001657575	1633200
GCA_001683985.1	Smithella_sp001683985	1678137
GCA_001771545.1	XYD2-FULL-41-8_sp001771545	1802580
GCA_001778235.1	XYA2-FULL-35-8_sp001778235	1798002
GCA_001778785.1	2-01-FULL-46-13_sp001778785	1798352
GCA_001779205.1	2-02-FULL-39-14_sp001779205	1798383
GCA_001781335.1	UBA10103_sp001781335	1798498
GCA_001781435.1	2-01-FULL-51-21_sp001781435	1798508
GCA_001781625.1	C7867-001_sp001781625	1798505
GCA_001782475.1	2-01-FULL-38-21_sp001782475	1798620
GCA_001783035.1	2-02-FULL-45-10_sp001783035	1798689
GCA_001787125.1	UBA9973_sp001787125	1801796
GCA_001787405.1	UBA10119_sp001787405	1801888
GCA_001789695.1	2-01-FULL-40-13_sp001789695	1802058
GCA_001791035.1	2-02-FULL-53-10_sp001791035	1802389
GCA_001791115.1	2-12-FULL-57-11_sp001791115	1802391
GCA_001791745.1	UBA1561_sp001791745	1802424
GCA_001797365.1	UBA10199_sp001797365	1797805
GCA_001797695.1	RBG-13-49-15_sp001797695	1797827
GCA_001800075.1	2-01-FULL-59-12_sp001800075	1797946
GCA_001801515.1	2-02-FULL-42-43_sp001801515	1798278
GCA_001805445.1	GWF2-43-52_sp001805445	1801847
GCA_001805575.1	2-02-FULL-45-21_sp001805575	1801854
